date,Payweek,Weekends,Holidays,Festival,Day_of_Month,Day_of_Week,Week_YearWise,Week_QuarterWise
2018-12-05,0,0,0,0,5,4,49,10
2018-12-06,0,1,0,0,6,5,49,10
2018-12-07,0,1,0,0,7,6,49,10
2018-12-08,0,1,0,0,8,7,49,10
2018-12-09,0,0,0,0,9,1,50,11
2018-12-10,0,0,0,0,10,2,50,11
2018-12-11,0,0,0,0,11,3,50,11
2018-12-12,0,0,0,0,12,4,50,11
2018-12-13,0,1,0,0,13,5,50,11
2018-12-14,0,1,0,0,14,6,50,11
2018-12-15,0,1,0,0,15,7,50,11
2018-12-16,0,0,0,0,16,1,51,12
2018-12-17,0,0,0,0,17,2,51,12
2018-12-18,0,0,0,0,18,3,51,12
2018-12-19,0,0,0,0,19,4,51,12
2018-12-20,0,1,0,0,20,5,51,12
2018-12-21,0,1,0,0,21,6,51,12
2018-12-22,0,1,0,0,22,7,51,12
2018-12-23,0,0,0,0,23,1,52,13
2018-12-24,0,0,0,1,24,2,52,13
2018-12-25,1,0,0,1,25,3,52,13
2018-12-26,1,0,0,0,26,4,52,13
2018-12-27,1,1,0,0,27,5,52,13
2018-12-28,1,1,0,0,28,6,52,13
2018-12-29,1,1,0,0,29,7,52,13
2018-12-30,1,0,0,0,30,1,53,14
2018-12-31,1,0,0,1,31,2,53,14
